Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Greensborough,142 Elder St,3.0,h,815000.0,S,Nelson,2017-08-12,16.1,3088.0,3.0,2.0,2.0,609.0,168.0,1980.0,Banyule,-37.71636,145.09792,Northern Metropolitan,8524.0
Hampton East,68 Spring Rd,3.0,h,1345000.0,SA,Buxton,2017-08-12,13.8,3188.0,3.0,1.0,1.0,587.0,131.0,1950.0,Bayside,-37.94087,145.03366,Southern Metropolitan,2356.0
Hawthorn,5 Connell St,2.0,h,1857000.0,S,Jellis,2017-08-12,5.3,3122.0,2.0,1.0,1.0,230.0,116.65,1890.0,Boroondara,-37.81813,145.02295,Southern Metropolitan,11308.0
Hawthorn,3/31 Robinson Rd,3.0,h,1500000.0,PI,Jellis,2017-08-12,5.3,3122.0,3.0,3.0,2.0,255.0,110.59841966852935,1997.0,Boroondara,-37.83195,145.04211999999995,Southern Metropolitan,11308.0
Hawthorn,10 Through St,3.0,h,1425000.0,VB,Jellis,2017-08-12,5.3,3122.0,3.0,1.0,1.0,333.0,108.0,1930.0,Boroondara,-37.82737,145.02971000000005,Southern Metropolitan,11308.0
Hawthorn,13 Violet Gr,3.0,h,1910000.0,S,Jellis,2017-08-12,5.3,3122.0,3.0,2.0,2.0,242.0,165.0,1990.0,Boroondara,-37.82834,145.03937,Southern Metropolitan,11308.0
Hawthorn East,4/61 Mayston St,1.0,u,560000.0,VB,Jellis,2017-08-12,6.2,3123.0,1.0,1.0,1.0,803.0,208.54597659198947,1970.0,Boroondara,-37.82689,145.05542,Southern Metropolitan,6482.0
Hawthorn East,211 Rathmines Rd,3.0,h,2825000.0,VB,Jellis,2017-08-12,6.2,3123.0,3.0,1.0,3.0,860.0,327.15922298603743,1970.0,Boroondara,-37.82108,145.05739,Southern Metropolitan,6482.0
Heathmont,11 Atunga Ct,4.0,h,1031000.0,S,Fletchers,2017-08-12,21.3,3135.0,4.0,2.0,0.0,1060.0,296.5397665373989,1970.0,Maroondah,-37.82985,145.26176,Eastern Metropolitan,3794.0
Heathmont,38 Daisy St,3.0,h,1040000.0,S,Philip,2017-08-12,21.3,3135.0,3.0,1.0,1.0,756.0,218.5353495549419,1961.0,Maroondah,-37.82909,145.233,Eastern Metropolitan,3794.0
Heathmont,23 Viviani Cr,3.0,h,912000.0,S,Ray,2017-08-12,21.3,3135.0,3.0,2.0,2.0,471.0,144.0,1965.0,Maroondah,-37.82996,145.24311,Eastern Metropolitan,3794.0
Heidelberg,32 Powlett St,3.0,h,1250000.0,S,Miles,2017-08-12,8.9,3084.0,3.0,1.0,0.0,668.0,205.46798253766133,1970.0,Banyule,-37.75212,145.05945,Eastern Metropolitan,2890.0
Heidelberg Heights,21 Eden St,2.0,h,650000.0,PI,Barry,2017-08-12,8.8,3081.0,2.0,1.0,0.0,683.0,181.78602797377536,1970.0,Banyule,-37.75022,145.04778000000005,Eastern Metropolitan,2947.0
Heidelberg Heights,23 Eden St,3.0,h,680000.0,S,Barry,2017-08-12,8.8,3081.0,3.0,1.0,0.0,544.0,147.3936916021007,1970.0,Banyule,-37.75024000000001,145.04798,Eastern Metropolitan,2947.0
Heidelberg Heights,97 Edwin St,4.0,h,1645000.0,PI,Fletchers,2017-08-12,8.8,3081.0,4.0,2.0,4.0,596.0,120.0,1930.0,Banyule,-37.75008,145.05051,Eastern Metropolitan,2947.0
Heidelberg Heights,4/32 Montgomery St,3.0,u,720000.0,VB,Miles,2017-08-12,8.8,3081.0,3.0,1.0,1.0,146.0,46.67707833090506,1970.0,Banyule,-37.75132,145.05331,Eastern Metropolitan,2947.0
Heidelberg Heights,396 Waterdale Rd,3.0,h,697500.0,PI,Nelson,2017-08-12,8.8,3081.0,3.0,1.0,1.0,430.0,118.83161478680998,1970.0,Banyule,-37.74962,145.04658,Eastern Metropolitan,2947.0
Heidelberg Heights,564 Waterdale Rd,3.0,h,810000.0,S,Ray,2017-08-12,8.8,3081.0,3.0,1.0,3.0,619.0,172.71799041509396,1940.0,Banyule,-37.73586,145.04908,Eastern Metropolitan,2947.0
Heidelberg West,7/459 Waterdale Rd,2.0,u,463000.0,S,hockingstuart,2017-08-12,8.8,3081.0,2.0,1.0,1.0,90.0,20.41656248647171,1970.0,Banyule,-37.74391,145.04668999999996,Eastern Metropolitan,2674.0
Highett,3 Port St,3.0,h,1242000.0,S,Greg,2017-08-12,16.0,3190.0,3.0,1.0,2.0,700.0,213.3742634259112,1970.0,Kingston,-37.95384,145.05443,Southern Metropolitan,4794.0
Highett,4/27 Wilson St,2.0,u,677500.0,S,Hodges,2017-08-12,16.0,3190.0,2.0,1.0,1.0,130.0,40.55376773086935,1970.0,Bayside,-37.94874,145.02631,Southern Metropolitan,4794.0
Hillside,96 Glenbruar Dr,4.0,h,580000.0,SP,YPA,2017-08-12,18.0,3037.0,4.0,2.0,2.0,600.0,174.0,2002.0,Melton,-37.6844,144.75595,Western Metropolitan,5556.0
Hoppers Crossing,7 Berberis Pl,4.0,h,540000.0,S,Barry,2017-08-12,18.4,3029.0,4.0,2.0,2.0,650.0,168.411251307045,1970.0,Wyndham,-37.85954,144.71456,Western Metropolitan,13830.0
Hoppers Crossing,182 Morris Rd,3.0,h,516000.0,S,hockingstuart,2017-08-12,18.4,3029.0,3.0,1.0,1.0,537.0,138.0878948061528,1970.0,Wyndham,-37.86833,144.7035,Western Metropolitan,13830.0
Hughesdale,10 Bowen St,4.0,h,1570000.0,VB,Barry,2017-08-12,12.3,3166.0,4.0,2.0,1.0,455.0,170.0,1900.0,Monash,-37.9016,145.08293999999995,Southern Metropolitan,3145.0
Hurstbridge,40 Anzac Av,5.0,h,790000.0,S,Mason,2017-08-12,26.1,3099.0,5.0,2.0,2.0,1034.0,225.0,1985.0,Nillumbik,-37.63826,145.1991,Northern Victoria,1345.0
Ivanhoe,6 Edwin St,3.0,h,950000.0,VB,Nelson,2017-08-12,7.8,3079.0,3.0,1.0,2.0,360.0,112.37693037483831,1970.0,Banyule,-37.75715,145.04965,Eastern Metropolitan,5549.0
Jacana,47 Lorraine Cr,3.0,h,550000.0,SP,Morrison,2017-08-12,14.0,3047.0,3.0,1.0,2.0,704.0,94.0,1950.0,Hume,-37.6845,144.90761,Northern Metropolitan,851.0
Keilor East,20A Etka Av,4.0,t,1022000.0,S,Nelson,2017-08-12,11.7,3033.0,4.0,2.0,2.0,284.0,96.1820657930186,1970.0,Moonee Valley,-37.73574,144.87014,Western Metropolitan,5629.0
Keilor East,50 Milleara Rd,3.0,h,850000.0,S,Barry,2017-08-12,11.7,3033.0,3.0,1.0,1.0,597.0,168.85505396495975,1970.0,Moonee Valley,-37.73305,144.86526,Western Metropolitan,5629.0
Keilor East,1/74 Parkside Av,3.0,t,518500.0,SP,Nelson,2017-08-12,11.7,3033.0,3.0,1.0,1.0,165.0,42.33964142072864,1970.0,Moonee Valley,-37.74182,144.85498,Western Metropolitan,5629.0
Kensington,33 Kensington Rd,3.0,h,1225000.0,SP,Nelson,2017-08-12,3.4,3031.0,3.0,2.0,2.0,223.0,122.0,1940.0,Melbourne,-37.79496,144.92659,Northern Metropolitan,5263.0
Kew,64 Adeney Av,5.0,h,2660000.0,S,Marshall,2017-08-12,5.4,3101.0,5.0,2.0,2.0,696.0,277.4660307736741,1970.0,Boroondara,-37.80347,145.0489,Southern Metropolitan,10331.0
Kew,56 Hartington St,3.0,h,1510000.0,PI,Marshall,2017-08-12,5.4,3101.0,3.0,1.0,2.0,446.0,115.0,1960.0,Boroondara,-37.79855,145.04493,Southern Metropolitan,10331.0
Kew,2 Tregarron Av,4.0,h,2550000.0,S,Marshall,2017-08-12,5.4,3101.0,4.0,2.0,3.0,776.0,293.00165792993425,1970.0,Boroondara,-37.80869000000001,145.06026,Southern Metropolitan,10331.0
Kew East,6 Hamilton St,2.0,h,1840000.0,S,Jellis,2017-08-12,7.3,3102.0,2.0,2.0,2.0,697.0,239.98965794691813,1970.0,Boroondara,-37.7976,145.04816,Southern Metropolitan,2671.0
Kew East,4 Meldrum St,4.0,h,1750000.0,VB,Jellis,2017-08-12,7.3,3102.0,4.0,2.0,2.0,696.0,235.71301558860338,1970.0,Boroondara,-37.79147,145.05334,Southern Metropolitan,2671.0
Keysborough,3 Scotch Av,2.0,t,688000.0,S,iSell,2017-08-12,25.2,3173.0,2.0,2.0,1.0,240.0,69.41946449798368,1970.0,Greater Dandenong,-38.00013,145.14673,South-Eastern Metropolitan,8459.0
Kingsville,3/14 Edgar St,3.0,u,570000.0,VB,Jas,2017-08-12,6.4,3012.0,3.0,1.0,1.0,118.0,86.0,1970.0,Maribyrnong,-37.80857,144.87682,Western Metropolitan,1808.0
Kingsville,182 Williamstown Rd,3.0,h,900000.0,SP,Jas,2017-08-12,6.4,3012.0,3.0,1.0,1.0,275.0,11.0,1936.0,Maribyrnong,-37.81167,144.88346,Western Metropolitan,1808.0
Kurunjang,17 Narebar Ct,4.0,h,345000.0,S,Reliance,2017-08-12,31.7,3337.0,4.0,1.0,0.0,651.0,150.0,2000.0,Melton,-37.67028,144.59455,Northern Victoria,3553.0
Lalor,312 Edgars Rd,3.0,h,570000.0,S,HAR,2017-08-12,16.3,3075.0,3.0,1.0,2.0,525.0,137.48338108724892,1970.0,Whittlesea,-37.6676,145.00445,Northern Metropolitan,8279.0
Langwarrin,5 Athol Ct,3.0,h,650000.0,VB,O'Brien,2017-08-12,41.0,3910.0,3.0,3.0,2.0,1060.0,279.09258349904087,1970.0,Frankston,-38.15752,145.19127,Eastern Victoria,8743.0
Lower Plenty,1/29 Main Rd,2.0,u,420000.0,VB,Fletchers,2017-08-12,14.6,3093.0,2.0,1.0,1.0,119.0,25.91928131764545,1970.0,Banyule,-37.72861,145.109,Eastern Metropolitan,1624.0
Maidstone,3/25 Cathcart St,2.0,t,642500.0,S,Biggin,2017-08-12,6.4,3012.0,2.0,2.0,1.0,126.0,95.0,2015.0,Maribyrnong,-37.78458,144.88106000000005,Western Metropolitan,3873.0
Maidstone,16A Madden St,3.0,h,798000.0,PI,Biggin,2017-08-12,6.4,3012.0,3.0,2.0,2.0,159.0,152.0,2010.0,Maribyrnong,-37.78974,144.88143,Western Metropolitan,3873.0
Maidstone,3/13 Winston St,3.0,t,710000.0,PI,Jas,2017-08-12,6.4,3012.0,3.0,2.0,2.0,186.0,134.6,2011.0,Maribyrnong,-37.78559,144.86483,Western Metropolitan,3873.0
Malvern,20 Coonil Cr,4.0,h,4050000.0,S,Hodges,2017-08-12,5.9,3144.0,4.0,3.0,2.0,787.0,282.0,1915.0,Stonnington,-37.86044,145.0335,Southern Metropolitan,4675.0
Malvern,1219 Malvern Rd,3.0,h,1650000.0,S,Marshall,2017-08-12,5.9,3144.0,3.0,1.0,2.0,354.0,117.0,1880.0,Stonnington,-37.85189,145.03335,Southern Metropolitan,4675.0
Malvern,30 Warner St,3.0,h,2020000.0,PI,Marshall,2017-08-12,5.9,3144.0,3.0,2.0,2.0,400.0,216.0,2007.0,Stonnington,-37.85183,145.03863,Southern Metropolitan,4675.0
Malvern East,34 Kerferd St,4.0,h,3000000.0,VB,Marshall,2017-08-12,8.4,3145.0,4.0,3.0,3.0,736.0,303.35290348755996,1970.0,Stonnington,-37.86954,145.0444,Southern Metropolitan,8801.0
Malvern East,431 Wattletree Rd,3.0,h,2500000.0,PI,Jellis,2017-08-12,8.4,3145.0,3.0,3.0,3.0,1011.0,206.0,1925.0,Stonnington,-37.8652,145.05248,Southern Metropolitan,8801.0
Malvern East,641 Waverley Rd,3.0,h,2500000.0,VB,RT,2017-08-12,8.4,3145.0,3.0,1.0,2.0,1128.0,110.0,1950.0,Stonnington,-37.87923,145.08955,Southern Metropolitan,8801.0
Maribyrnong,13 Cedar Dr,3.0,h,1200000.0,SP,Biggin,2017-08-12,4.3,3032.0,3.0,2.0,2.0,352.0,204.0,1997.0,Maribyrnong,-37.77413,144.87533,Western Metropolitan,4918.0
Maribyrnong,2/10 Pridham St,3.0,t,940000.0,S,Biggin,2017-08-12,4.3,3032.0,3.0,2.0,2.0,366.0,183.84,2012.0,Maribyrnong,-37.7816,144.88998999999995,Western Metropolitan,4918.0
McKinnon,41 McKinnon Rd,2.0,h,1200000.0,SP,Buxton,2017-08-12,11.4,3204.0,2.0,1.0,2.0,397.0,96.0,1940.0,Glen Eira,-37.90978,145.02937,Southern Metropolitan,2397.0
Melton West,7 Haywood Gr,4.0,h,600000.0,S,hockingstuart,2017-08-12,31.7,3337.0,4.0,2.0,2.0,935.0,210.0,2005.0,Melton,-37.68503,144.54237,Northern Victoria,6065.0
Mentone,6 Dallas St,3.0,h,900000.0,VB,Buxton,2017-08-12,20.0,3194.0,3.0,1.0,2.0,585.0,168.06724186492588,1970.0,Kingston,-37.98137,145.0918,South-Eastern Metropolitan,6162.0
Mentone,5 Napier St,4.0,h,2025000.0,S,Greg,2017-08-12,20.0,3194.0,4.0,2.0,2.0,408.0,274.0,2010.0,Kingston,-37.98707,145.0609,South-Eastern Metropolitan,6162.0
Mernda,4 Vasari Gdns,4.0,h,630000.0,S,Love,2017-08-12,25.9,3754.0,4.0,2.0,2.0,475.0,220.0,2012.0,Whittlesea,-37.606,145.08785,Northern Metropolitan,5812.0
Mitcham,9 Davison St,3.0,h,1071000.0,S,Noel,2017-08-12,17.2,3132.0,3.0,1.0,2.0,684.0,201.4151258100843,1970.0,Whitehorse,-37.82771,145.20763,Eastern Metropolitan,6871.0
Mitcham,9/21 Doncaster East Rd,3.0,t,973000.0,S,Noel,2017-08-12,17.2,3132.0,3.0,2.0,2.0,323.0,103.9341609635652,1970.0,Whitehorse,-37.8099,145.19506,Eastern Metropolitan,6871.0
Montmorency,8 Grand Bvd,3.0,h,881100.0,SP,Buckingham,2017-08-12,16.2,3094.0,3.0,2.0,4.0,786.0,219.06262177679378,1960.0,Banyule,-37.72532,145.12488000000005,Eastern Metropolitan,3891.0
Moonee Ponds,38 Bent St,2.0,h,1060000.0,S,Nelson,2017-08-12,6.2,3039.0,2.0,1.0,1.0,283.0,97.50912347928448,1970.0,Moonee Valley,-37.76218,144.92886,Western Metropolitan,6232.0
Moonee Ponds,39 Taylor St,3.0,h,1225000.0,VB,Jellis,2017-08-12,6.2,3039.0,3.0,2.0,2.0,674.0,141.0,1920.0,Moonee Valley,-37.76389,144.9185,Western Metropolitan,6232.0
Mooroolbark,39 Diane Cr,3.0,h,930000.0,S,Fletchers,2017-08-12,26.5,3138.0,3.0,1.0,4.0,905.0,251.93123017930154,1970.0,Yarra Ranges,-37.78216,145.30721,Eastern Victoria,8280.0
Mordialloc,8 Ashmore Av,4.0,h,1800000.0,SP,Buxton,2017-08-12,21.5,3195.0,4.0,2.0,2.0,656.0,303.0,1950.0,Kingston,-38.00119,145.08588999999995,South-Eastern Metropolitan,3650.0
Mordialloc,6 Winterset Cl,4.0,h,1440000.0,S,Hodges,2017-08-12,21.5,3195.0,4.0,2.0,2.0,695.0,221.24969531212503,1970.0,Kingston,-38.00477,145.10078,South-Eastern Metropolitan,3650.0
Mount Waverley,1/37 Bennett Av,3.0,t,900000.0,SA,Fletchers,2017-08-12,14.2,3149.0,3.0,2.0,2.0,344.0,3.0,2000.0,Monash,-37.85991,145.14523,Eastern Metropolitan,13366.0
Mount Waverley,1/21 Herbert St,2.0,u,730000.0,S,Buxton,2017-08-12,14.2,3149.0,2.0,1.0,1.0,292.0,84.7062686862325,1970.0,Monash,-37.86528,145.11775,Eastern Metropolitan,13366.0
Mulgrave,95 Wanda St,4.0,h,1001000.0,SP,Noel,2017-08-12,18.8,3170.0,4.0,2.0,7.0,771.0,220.78410915375747,1970.0,Monash,-37.92862,145.16664,South-Eastern Metropolitan,7113.0
Narre Warren,6 Forsyth Ct,4.0,h,655000.0,S,O'Brien,2017-08-12,34.1,3805.0,4.0,2.0,2.0,638.0,170.5887308976396,1970.0,Casey,-38.01706,145.29076,South-Eastern Metropolitan,9376.0
Newport,77 Farm St,2.0,h,1050000.0,PI,Burnham,2017-08-12,6.2,3015.0,2.0,1.0,0.0,571.0,171.2539433291177,1970.0,Hobsons Bay,-37.84147,144.88494,Western Metropolitan,5498.0
Newport,5/13 Liley St,3.0,t,730000.0,S,Williams,2017-08-12,6.2,3015.0,3.0,2.0,2.0,200.0,126.7,2005.0,Hobsons Bay,-37.85134,144.88636,Western Metropolitan,5498.0
Newport,50 Peel St,3.0,h,1195000.0,SP,Williams,2017-08-12,6.2,3015.0,3.0,2.0,2.0,358.0,123.12657197804344,2017.0,Hobsons Bay,-37.84586,144.88948,Western Metropolitan,5498.0
Newport,46A Schutt St,4.0,h,923000.0,S,Williams,2017-08-12,6.2,3015.0,4.0,2.0,2.0,224.0,76.18368652559595,1970.0,Hobsons Bay,-37.83859,144.88128,Western Metropolitan,5498.0
Newport,2/22 Thorpe St,2.0,u,600000.0,S,RT,2017-08-12,6.2,3015.0,2.0,1.0,1.0,163.0,45.50632098042776,1990.0,Hobsons Bay,-37.84608,144.86525,Western Metropolitan,5498.0
Niddrie,45 Muriel St,3.0,h,1230000.0,S,Barry,2017-08-12,10.4,3042.0,3.0,2.0,1.0,324.0,207.0,2016.0,Moonee Valley,-37.7431,144.88722,Western Metropolitan,2291.0
North Melbourne,60 Arden St,4.0,h,1475000.0,S,Jellis,2017-08-12,1.8,3051.0,4.0,2.0,1.0,137.0,79.04602683383328,1970.0,Melbourne,-37.80072,144.9496,Northern Metropolitan,6821.0
Northcote,41 Barry St,3.0,h,1225000.0,S,Woodards,2017-08-12,5.3,3070.0,3.0,1.0,2.0,260.0,99.20912018676115,1970.0,Darebin,-37.77985,144.99528,Northern Metropolitan,11364.0
Northcote,40 Gadd St,4.0,h,1955000.0,SP,McGrath,2017-08-12,5.3,3070.0,4.0,2.0,1.0,5.0,67.02599503362237,1970.0,Darebin,-37.7628,144.99375,Northern Metropolitan,11364.0
Nunawading,23 High St,3.0,h,1310000.0,S,Fletchers,2017-08-12,15.4,3131.0,3.0,1.0,2.0,717.0,220.8711634665496,1970.0,Whitehorse,-37.82688,145.17163,Eastern Metropolitan,4973.0
Oakleigh,6 Gillon Ct,4.0,h,1415000.0,S,Woodards,2017-08-12,12.3,3166.0,4.0,2.0,3.0,588.0,192.5439433696819,1970.0,Monash,-37.89215,145.10472,Southern Metropolitan,3224.0
Ormond,12/26 Lillimur Rd,2.0,u,440000.0,VB,Gary,2017-08-12,11.4,3204.0,2.0,1.0,1.0,1100.0,279.63529309165915,1970.0,Glen Eira,-37.90188,145.04172,Southern Metropolitan,3578.0
Parkdale,8 Hicks St,3.0,h,1051000.0,S,Ray,2017-08-12,21.5,3195.0,3.0,2.0,2.0,597.0,178.11711185628388,1970.0,Kingston,-37.98703,145.09131000000005,South-Eastern Metropolitan,5087.0
Parkdale,1/41 Seventh St,3.0,t,1206000.0,S,Buxton,2017-08-12,21.5,3195.0,3.0,2.0,2.0,300.0,108.6842896695095,1970.0,Kingston,-37.98833,145.07741,South-Eastern Metropolitan,5087.0
Pascoe Vale,14 Oakbank Gr,3.0,h,940000.0,S,Brad,2017-08-12,8.5,3044.0,3.0,1.0,2.0,587.0,170.41561715404058,1970.0,Moreland,-37.73112,144.94418000000005,Northern Metropolitan,7485.0
Pascoe Vale,4/566 Pascoe Vale Rd,1.0,u,257500.0,S,Brad,2017-08-12,8.5,3044.0,1.0,1.0,1.0,995.0,35.0,1970.0,Moreland,-37.7237,144.92231999999996,Northern Metropolitan,7485.0
Pascoe Vale,17 Valerie St,3.0,h,1114000.0,S,Brad,2017-08-12,8.5,3044.0,3.0,2.0,2.0,256.0,190.0,2017.0,Moreland,-37.72034,144.93788,Northern Metropolitan,7485.0
Point Cook,4 Hewett Dr,3.0,h,520000.0,SP,LJ,2017-08-12,14.7,3030.0,3.0,2.0,2.0,312.0,185.0,2014.0,Wyndham,-37.89273,144.72558999999995,Western Metropolitan,15542.0
Point Cook,133 Lennon Bvd,4.0,h,715000.0,S,S&L,2017-08-12,14.7,3030.0,4.0,2.0,2.0,630.0,171.2766407033279,2006.0,Wyndham,-37.89807,144.73925,Western Metropolitan,15542.0
Port Melbourne,25 Barak Rd,3.0,h,1900000.0,VB,Marshall,2017-08-12,3.5,3207.0,3.0,2.0,3.0,337.0,150.03460813786964,1970.0,Port Phillip,-37.83802,144.92442,Southern Metropolitan,8648.0
Prahran,19 Airlie Av,4.0,h,2635000.0,S,Jellis,2017-08-12,4.6,3181.0,4.0,2.0,2.0,401.0,154.0,1910.0,Stonnington,-37.85565,145.00839,Southern Metropolitan,7717.0
Prahran,95 Chomley St,2.0,h,1250000.0,S,Biggin,2017-08-12,4.6,3181.0,2.0,1.0,0.0,192.0,100.0,1910.0,Stonnington,-37.85562,145.00571000000005,Southern Metropolitan,7717.0
Prahran,8 Linden Ct,4.0,h,4200000.0,S,Marshall,2017-08-12,4.6,3181.0,4.0,2.0,2.0,787.0,275.0,1930.0,Stonnington,-37.85768,145.00253999999995,Southern Metropolitan,7717.0
Prahran,11A Percy St,2.0,h,1310000.0,S,hockingstuart,2017-08-12,4.6,3181.0,2.0,2.0,1.0,78.0,56.17565306065754,1970.0,Stonnington,-37.85083,144.99092,Southern Metropolitan,7717.0
Preston,19 Bruce St,3.0,h,1270000.0,S,Nelson,2017-08-12,8.4,3072.0,3.0,2.0,2.0,585.0,185.06034935625706,1970.0,Darebin,-37.74251,145.0008,Northern Metropolitan,14577.0
Preston,210 Gower St,3.0,h,980000.0,S,Nelson,2017-08-12,8.4,3072.0,3.0,1.0,5.0,581.0,170.7423475400938,1970.0,Darebin,-37.74118,145.01202,Northern Metropolitan,14577.0
Preston,66 McNamara St,4.0,h,1148000.0,S,Nelson,2017-08-12,8.4,3072.0,4.0,1.0,2.0,552.0,140.0,1940.0,Darebin,-37.72879,144.98538,Northern Metropolitan,14577.0
Princes Hill,78 Arnold St,3.0,h,1540000.0,S,Collins,2017-08-12,3.5,3054.0,3.0,2.0,1.0,288.0,120.88404862423548,1970.0,Yarra,-37.78311,144.96548,Northern Metropolitan,1008.0
Reservoir,32A Broadhurst Av,4.0,h,1210000.0,S,Barry,2017-08-12,12.0,3073.0,4.0,3.0,4.0,725.0,218.50553180665898,1970.0,Darebin,-37.70833,145.0045,Northern Metropolitan,21650.0
Reservoir,13 Clinnick St,3.0,h,935000.0,S,Nelson,2017-08-12,12.0,3073.0,3.0,1.0,2.0,529.0,99.0,1960.0,Darebin,-37.72017,144.99873,Northern Metropolitan,21650.0
Reservoir,22 Dyson St,3.0,h,510000.0,S,Stockdale,2017-08-12,12.0,3073.0,3.0,2.0,2.0,292.0,119.0,1950.0,Darebin,-37.71331,144.9871,Northern Metropolitan,21650.0
Reservoir,39 Gertz Av,5.0,h,861000.0,S,HAR,2017-08-12,12.0,3073.0,5.0,3.0,2.0,650.0,183.21158710754264,1970.0,Darebin,-37.69894,145.03411,Northern Metropolitan,21650.0
Reservoir,1053 High St,3.0,h,732000.0,S,Stockdale,2017-08-12,12.0,3073.0,3.0,1.0,2.0,952.0,254.94304603656056,1970.0,Darebin,-37.69969,145.01039,Northern Metropolitan,21650.0
Reservoir,13 Nutwood St,4.0,h,755000.0,SP,Ray,2017-08-12,12.0,3073.0,4.0,2.0,2.0,479.0,157.0,1995.0,Darebin,-37.70952,145.033,Northern Metropolitan,21650.0
Reservoir,1/72 Pine St,1.0,u,325000.0,S,Barry,2017-08-12,12.0,3073.0,1.0,1.0,1.0,60.0,6.309262692252048,1970.0,Darebin,-37.71751,144.99849,Northern Metropolitan,21650.0
Reservoir,52 Powell St,4.0,h,1200000.0,S,Nelson,2017-08-12,12.0,3073.0,4.0,2.0,2.0,499.0,260.0,1940.0,Darebin,-37.72614,144.99892,Northern Metropolitan,21650.0
Ringwood,6A Heather Gr,3.0,h,800000.0,S,RW,2017-08-12,19.9,3134.0,3.0,2.0,1.0,461.0,133.0,2005.0,Maroondah,-37.82536,145.22228,Eastern Metropolitan,7785.0
Ringwood,1/14 Paxton St,2.0,u,655000.0,S,Carter,2017-08-12,19.9,3134.0,2.0,1.0,1.0,306.0,84.87716438475255,1970.0,Maroondah,-37.80436,145.23339,Eastern Metropolitan,7785.0
Ringwood North,41 Felix Cr,4.0,h,812000.0,SP,Appleby,2017-08-12,19.9,3134.0,4.0,2.0,2.0,962.0,261.27661176305514,1970.0,Maroondah,-37.80161,145.22151000000005,Eastern Metropolitan,3619.0
Rosanna,157 Bellevue Av,3.0,h,1400000.0,PI,Fletchers,2017-08-12,8.9,3084.0,3.0,2.0,2.0,697.0,219.87946950063247,1970.0,Banyule,-37.73165,145.06564,Eastern Metropolitan,3540.0
Rosanna,7 Pilgrim Ct,5.0,h,1170000.0,S,Miles,2017-08-12,8.9,3084.0,5.0,3.0,3.0,694.0,210.0,1975.0,Banyule,-37.73968,145.07973,Eastern Metropolitan,3540.0
Rowville,38 Armstrong Dr,5.0,h,970000.0,S,Harcourts,2017-08-12,23.5,3178.0,5.0,3.0,2.0,725.0,207.5336484114043,1970.0,Knox,-37.92739,145.25705,South-Eastern Metropolitan,11667.0
Sandringham,26 Kirkwood Av,5.0,h,3350000.0,VB,Buxton,2017-08-12,15.2,3191.0,5.0,4.0,4.0,700.0,310.21841295330887,1970.0,Bayside,-37.95762,145.01418,Southern Metropolitan,4497.0
Sandringham,76 Vincent St,5.0,h,2255000.0,S,Buxton,2017-08-12,15.2,3191.0,5.0,3.0,2.0,556.0,222.8676734740133,2012.0,Bayside,-37.95017,145.02053999999995,Southern Metropolitan,4497.0
Scoresby,5 Drysdale Ct,3.0,h,870000.0,SP,hockingstuart,2017-08-12,22.2,3179.0,3.0,2.0,2.0,590.0,151.0,1981.0,Knox,-37.89628,145.22294,Eastern Metropolitan,2206.0
Seddon,124 Albert St,4.0,h,1870000.0,S,Jas,2017-08-12,5.1,3011.0,4.0,2.0,2.0,457.0,179.62268542358325,1970.0,Maribyrnong,-37.80803,144.89601000000005,Western Metropolitan,2417.0
South Melbourne,13/297 Dorcas St,3.0,t,1750000.0,VB,Greg,2017-08-12,1.9,3205.0,3.0,3.0,2.0,100.0,82.11172895847159,1970.0,Port Phillip,-37.83453,144.95782,Southern Metropolitan,5943.0
South Melbourne,426 Dorcas St,4.0,h,1800000.0,VB,Greg,2017-08-12,1.9,3205.0,4.0,3.0,1.0,153.0,93.0,1900.0,Port Phillip,-37.83591,144.94963,Southern Metropolitan,5943.0
South Melbourne,173 Nelson Rd,4.0,h,3825000.0,S,Greg,2017-08-12,1.9,3205.0,4.0,3.0,0.0,280.0,223.60901664554217,1890.0,Port Phillip,-37.83923,144.95113,Southern Metropolitan,5943.0
South Morang,15 Vincent Dr,4.0,h,485000.0,S,Love,2017-08-12,20.5,3752.0,4.0,2.0,2.0,196.0,163.0,2008.0,Whittlesea,-37.63873,145.07805,Northern Metropolitan,7969.0
Springvale,67 Glendale Rd,6.0,h,917000.0,S,Barry,2017-08-12,20.8,3171.0,6.0,2.0,2.0,869.0,242.22775750532517,1970.0,Greater Dandenong,-37.93594,145.14674,South-Eastern Metropolitan,7412.0
St Albans,38 Charlbury Gr,4.0,h,632500.0,S,YPA,2017-08-12,14.0,3021.0,4.0,2.0,2.0,592.0,157.70367351403365,1970.0,Brimbank,-37.73084,144.78348,Western Metropolitan,14042.0
St Albans,148 Power St,3.0,h,702000.0,SP,Sweeney,2017-08-12,14.0,3021.0,0.0,0.0,0.0,600.0,162.7162820831576,1970.0,Brimbank,-37.72945,144.79592,Western Metropolitan,14042.0
St Kilda,48 Greeves St,4.0,h,1600000.0,VB,Gary,2017-08-12,5.0,3182.0,4.0,2.0,3.0,613.0,160.0,1910.0,Port Phillip,-37.86667,144.98324,Southern Metropolitan,13240.0
